scene,patch,camera,iso,lap_gt,overall_gt,sigma_gt,musiq_gt,lap_noisy,overall_noisy,sigma_noisy,musiq_noisy
0060_003_S6_00100_00100_4400_L,010_7_4,S6,100,3.6243878453969955,0.25194515275901225,0.32926908929877813,24.006797790527344,158.44919818243943,0.3509151935853394,2.5642605472733355,21.791988372802734
0060_003_S6_00100_00100_4400_L,010_4_16,S6,100,3.6920005863066763,0.2791268309713791,0.3518803424521228,25.09009552001953,143.69512234535068,0.35175472729716956,2.4163164759223292,18.443424224853516
0062_003_S6_03200_02500_4400_L,010_6_2,S6,3200,131.7149959653616,0.31828004897541534,2.1179349328424166,16.443361282348633,9908.616543726763,0.8658605423701191,20.697133751482493,22.796615600585938
0062_003_S6_03200_02500_4400_L,010_0_6,S6,3200,154.1549693623092,0.36288460898966846,2.328089089352193,20.973121643066406,7693.708095920971,0.8567013148832782,18.389650069918012,20.601516723632812
0062_003_S6_03200_02500_4400_L,010_3_8,S6,3200,63.419646587222815,0.3079953627516552,1.465455421267155,20.986190795898438,6163.3594548681285,0.8302078482716596,15.90379681040664,19.562885284423828
0063_003_GP_00100_00100_4400_N,010_5_2,GP,100,10.094127714401111,0.28308869277727217,0.44676060715194654,35.495826721191406,65.76938955090009,0.3148741822641204,1.5972818992081415,35.13908386230469
0063_003_GP_00100_00100_4400_N,010_9_10,GP,100,32.23626362439245,0.3022104954465822,0.5703107920274201,39.1629638671875,99.08516973257065,0.33518410993605646,1.6568393656026572,40.4343147277832
0063_003_GP_00100_00100_4400_N,010_6_9,GP,100,34.43850968568586,0.353781997394259,0.7374600682737436,41.97807693481445,99.97190898284316,0.38373470043607616,1.8145239265686526,38.542930603027344
0064_003_GP_01600_01600_4400_N,010_8_0,GP,1600,16.999915104126558,0.2837675200092693,0.7158780189488293,20.794090270996094,897.6722555456217,0.6794710016066223,6.8961990998728,15.483682632446289
0064_003_GP_01600_01600_4400_N,010_3_12,GP,1600,19.55655929981731,0.34259424412494077,0.8273108697797135,37.0507926940918,1377.9234354549553,0.790516129629818,8.813401929047727,20.368741989135742
0064_003_GP_01600_01600_4400_N,010_8_14,GP,1600,49.54109963402152,0.2876410156816713,1.371169367674723,19.97698402404785,1386.8509200653061,0.7750937395356333,8.274869999900265,22.93248748779297
0065_003_GP_10000_08460_4400_N,010_0_10,GP,10000,142.30444097868167,0.35402316995401417,1.8779224339422071,36.05420684814453,7165.372613629093,0.8162538511357127,18.87917672975389,19.758806228637695
0065_003_GP_10000_08460_4400_N,010_10_9,GP,10000,59.58603000547737,0.302997372642501,1.6695509107546396,20.062728881835938,5998.409754836699,0.7996391879950069,17.37345437186363,22.745563507080078
0065_003_GP_10000_08460_4400_N,010_8_10,GP,10000,84.6352982185781,0.34535546352025887,1.8361059758935594,29.063232421875,6967.632291651331,0.8231672209164771,18.88127779984879,26.35753631591797
0066_003_GP_00100_00200_3200_L,010_3_3,GP,100,7.693738277768716,0.30455924873256046,0.5587080598970484,17.110836029052734,181.91967131849378,0.40891967300659465,3.0716078246482255,15.260787963867188
0066_003_GP_00100_00200_3200_L,010_9_9,GP,100,4.816632941132411,0.2434378768882666,0.4302080210209029,24.248062133789062,129.84909605025314,0.324879048405867,2.417345679750763,20.153636932373047
0066_003_GP_00100_00200_3200_L,010_4_7,GP,100,11.120047718053684,0.3538240186240819,0.6728731386853778,20.156517028808594,163.62883347994648,0.4326218343967357,2.5168204149234206,16.61528778076172
0068_003_IP_00200_00400_3200_N,010_10_8,IP,200,11.276801550528035,0.33823537942295734,0.467154234262064,33.907386779785156,435.6057416861877,0.5446378022570741,3.862725910680531,25.48099708557129
0068_003_IP_00200_00400_3200_N,010_4_0,IP,200,30.116770289605483,0.3143337104272607,0.48592444643634564,28.90209197998047,323.5960679790005,0.45711782974332277,4.236623295178596,21.246774673461914
0068_003_IP_00200_00400_3200_N,010_6_14,IP,200,8.031356688356027,0.26667743121375925,0.6011983382462858,21.042190551757812,703.7583767564502,0.6272805273715829,6.329570130438083,22.219074249267578
0069_003_IP_01000_02000_3200_N,010_1_5,IP,1000,8.111829194938764,0.30668305575727356,0.666814471663082,25.6755313873291,432.5558195763733,0.5356064427830458,6.0579379870442756,27.854534149169922
0069_003_IP_01000_02000_3200_N,010_6_6,IP,1000,16.733003064757213,0.3137832145011725,0.5145943666119789,37.179439544677734,481.81181502342224,0.5415148339728878,4.513422788933605,36.5850830078125
0069_003_IP_01000_02000_3200_N,010_0_0,IP,1000,12.62803367502056,0.3354348747871425,0.6011983382462858,15.69043254852295,628.8971405026969,0.6260848701527129,5.284937624104693,14.421943664550781
0070_003_IP_02000_04000_3200_N,010_3_2,IP,2000,6.549636522075161,0.23720878474021204,0.5349879937220902,24.419265747070312,720.9983207499608,0.6143047109069903,6.09308023574422,21.681976318359375
0070_003_IP_02000_04000_3200_N,010_7_3,IP,2000,7.3894726221915334,0.28848210471188623,0.5372056197653217,24.619762420654297,692.0160522377118,0.6224543112021564,5.673626292630637,17.90988540649414
0070_003_IP_02000_04000_3200_N,010_2_0,IP,2000,9.616176246665418,0.276091553260014,0.6066627941611817,18.977558135986328,567.7812499543652,0.5761283180634844,5.16760532463788,21.543853759765625
0072_003_IP_01000_02000_5500_L,010_7_4,IP,1000,8.525723895989358,0.24630673865088049,0.498041780480931,17.486373901367188,836.5381106426939,0.6782773220843336,5.583992987485181,20.748857498168945
0072_003_IP_01000_02000_5500_L,010_10_7,IP,1000,10.218230619095266,0.29684773265276143,0.537205619765321,17.538564682006836,733.7956165671349,0.6555566056967558,4.9378479172668905,19.867122650146484
0072_003_IP_01000_02000_5500_L,010_9_5,IP,1000,8.808990403078496,0.22970058799189058,0.5063180735464554,17.072147369384766,905.6860382407904,0.7029514187876585,5.619374063764664,19.885356903076172
0073_003_IP_00200_01000_5500_L,010_4_1,IP,200,6.508773797890171,0.24027641766011507,0.5664697510483557,23.610437393188477,709.3553137397394,0.6163156313830794,6.989137512864075,21.433191299438477
0073_003_IP_00200_01000_5500_L,010_9_8,IP,200,5.520843504928052,0.24083686699543916,0.479865779414048,21.31106948852539,570.2537897860166,0.540888158687217,5.668538551462624,20.50204086303711
0073_003_IP_00200_01000_5500_L,010_7_4,IP,200,5.423685900634155,0.24703831131466808,0.5041004475032252,18.630352020263672,598.5212237907108,0.5625329764352474,6.073164263793191,18.708131790161133
0075_004_N6_00800_00080_3200_L,010_7_5,N6,800,25.661744674434885,0.39667789165588757,0.8008585756473009,24.11853790283203,1523.8420670991763,0.8361893919442727,9.428579843853973,19.218780517578125
0075_004_N6_00800_00080_3200_L,010_1_10,N6,800,15.597243099473417,0.3747474420276207,0.7925822825817818,14.388511657714844,1499.80123847723,0.8203959444820875,9.486434286119461,13.938965797424316
0075_004_N6_00800_00080_3200_L,010_11_15,N6,800,18.037898004055023,0.34237669861256625,0.89736225528297,18.361766815185547,1658.635601839982,0.7981403807729133,10.453412934184646,18.786224365234375
0076_004_N6_03200_00320_3200_L,010_3_9,N6,3200,57.767879381543025,0.3496656266039773,1.4979663824218543,14.869346618652344,6408.399470789125,0.853772804953009,18.859297704557985,14.388866424560547
0076_004_N6_03200_00320_3200_L,010_11_3,N6,3200,76.87088709976524,0.4282646713751217,1.686103496885684,16.699909210205078,4976.095769032836,0.873419642838645,16.36053673475313,17.366573333740234
0076_004_N6_03200_00320_3200_L,010_6_4,N6,3200,88.6599435210228,0.3699026674666657,1.8374322852756892,23.264602661132812,6757.0578400881495,0.8571430427055199,20.40157966108932,17.588119506835938
0077_004_G4_00100_00025_3200_N,010_8_9,G4,100,6.005579753778875,0.2977751277982016,0.3954794338229716,24.81247901916504,123.30508087575436,0.3577432719077771,2.4924265284478797,19.71568489074707
0077_004_G4_00100_00025_3200_N,010_5_5,G4,100,4.237623359775171,0.3517336397464,0.34803930147305745,15.175021171569824,168.82901000604033,0.43182172897869936,2.8503655379222987,15.211773872375488
0077_004_G4_00100_00025_3200_N,010_0_0,G4,100,3.1617785745766014,0.27265086165339897,0.3419806344507644,20.505937576293945,214.87771082576364,0.41675730157804614,3.383730116708557,20.61368751525879
0078_004_G4_00200_00050_3200_N,010_6_3,G4,200,11.87536358460784,0.4032507434157385,0.46109556723976947,16.436323165893555,259.57868380262516,0.5174635024571312,3.452158087275974,18.39647674560547
0078_004_G4_00200_00050_3200_N,010_3_10,G4,200,22.44011702761054,0.3787216751578285,0.39932047480203536,28.578697204589844,279.65589428669773,0.4999171442314498,3.4208938263102375,22.0253849029541
0078_004_G4_00200_00050_3200_N,010_5_13,G4,200,8.13636740646325,0.34410896604344127,0.45281927417424467,21.10207748413086,203.07386560714804,0.4374444699480763,3.1598352112183647,18.06789779663086
0080_004_S6_00200_00050_3200_N,010_0_12,S6,200,4.113596241688356,0.33216619748157045,0.36237426156087743,16.56211280822754,442.1274446675088,0.5291503560666506,4.08099714186947,14.145395278930664
0080_004_S6_00200_00050_3200_N,010_10_16,S6,200,5.748946713050827,0.28450733487361735,0.44454298110872337,22.572792053222656,781.2771589420736,0.6652268264327601,5.667625903582501,18.73029327392578
0080_004_S6_00200_00050_3200_N,010_3_2,S6,200,13.848607882857323,0.39989090372134184,0.4715894863485248,16.925216674804688,565.7284624641761,0.6438499145203284,4.496275991695155,19.377817153930664
0081_004_S6_00800_00160_4400_L,010_9_2,S6,800,15.461405381560326,0.3840012141011534,0.6480442594888006,17.11280059814453,2129.5582269371953,0.8344745897028218,8.877988858636085,15.824477195739746
0081_004_S6_00800_00160_4400_L,010_9_14,S6,800,12.103528413688764,0.36571942149125974,0.666814471663082,26.955162048339844,1431.2357418229803,0.8213565603867552,8.438337453553883,21.798324584960938
0081_004_S6_00800_00160_4400_L,010_2_8,S6,800,8.957730538211763,0.30820804864853063,0.5537582058963705,18.688207626342773,1720.8969711661339,0.7802642241056649,8.499597944077397,15.496034622192383
0083_004_GP_00050_00020_4400_N,010_3_1,GP,50,101.57443158980459,0.4375325345749309,0.6276506323786889,26.594724655151367,253.61868089064956,0.5028351855482616,2.4599155672931867,28.594865798950195
0083_004_GP_00050_00020_4400_N,010_0_9,GP,50,20.51029945886694,0.3766749763979153,0.3375453823643018,24.052799224853516,72.71962159872055,0.4004177562107155,1.341390634477472,22.237022399902344
0083_004_GP_00050_00020_4400_N,010_8_5,GP,50,12.34284324105829,0.3752107558270807,0.44676060715195415,25.059545516967773,66.95489845215343,0.4002523866095228,1.687726911821514,23.76508140563965
0084_004_GP_00200_00100_4400_N,010_10_13,GP,200,5.4345874190330505,0.3422596470044491,0.483706820393113,20.80239486694336,364.80739991157316,0.5285269476239294,4.33372118592166,23.49340057373047
0084_004_GP_00200_00100_4400_N,010_10_14,GP,200,4.780527805676684,0.37156502639751754,0.4633131932830021,22.981597900390625,195.206755500054,0.4608466311849356,2.9937151388004786,22.22703742980957
0084_004_GP_00200_00100_4400_N,010_7_12,GP,200,12.106884520268068,0.3084708114063356,0.522870659677502,25.53293228149414,139.2684404158499,0.37019182992204813,2.5018912437282026,20.592472076416016
0086_004_GP_00100_00100_5500_L,010_10_10,GP,100,12.56364689185284,0.33775862842680626,0.8171140562246536,18.874956130981445,207.17299605882727,0.4337834748679017,3.379294864622096,18.538070678710938
0086_004_GP_00100_00100_5500_L,010_8_1,GP,100,11.013940539211035,0.2965078812745595,0.7556360693406193,17.94343376159668,163.395702538779,0.4036979605470141,2.953522095687653,17.38296890258789
0086_004_GP_00100_00100_5500_L,010_1_10,GP,100,7.201457673450932,0.29259567250099855,0.5101591145255187,17.52899169921875,269.50372109469026,0.4317646742901243,3.5238328877150717,14.975885391235352
0087_004_GP_00800_00640_5500_L,010_1_10,GP,800,18.796904981136322,0.27970014500984014,0.8196287878215834,15.351576805114746,953.7272635584231,0.7292935523340832,7.227250822493773,14.737377166748047
0087_004_GP_00800_00640_5500_L,010_7_1,GP,800,22.892894441029057,0.33297984922873886,0.9387437206105879,18.526674270629883,729.7861734479666,0.6720030435852877,6.683827317319796,18.674089431762695
0087_004_GP_00800_00640_5500_L,010_8_13,GP,800,21.341018670937046,0.2894156245921832,0.8228756176932487,19.82367515563965,884.9406119547784,0.7078412826168325,6.967714681925531,21.652721405029297
0088_004_IP_00100_00050_5500_N,010_1_7,IP,100,6.891648277640343,0.4015630990141709,0.5002594065241637,21.48131561279297,203.02831172943115,0.48599492233173813,3.229451604000578,18.76740264892578
0088_004_IP_00100_00050_5500_N,010_3_2,IP,100,9.01273250579834,0.3665730179028301,0.48370682039311325,15.994001388549805,258.32316259643994,0.4772814165303028,3.333043154486982,16.24655532836914
0088_004_IP_00100_00050_5500_N,010_8_0,IP,100,14.896894647739828,0.37560592497809,0.6133156722908729,23.18606185913086,352.8651514311787,0.5467660752690242,3.9408943708629542,18.346506118774414
0089_004_IP_00500_00250_5500_N,010_9_13,IP,500,14.211317784851417,0.381594792635646,0.6888315137090246,24.447372436523438,521.2534316999372,0.6092909561364891,5.170772545316366,21.25489616394043
0089_004_IP_00500_00250_5500_N,010_6_11,IP,500,10.341032858937979,0.3157193373632934,0.7098193519265338,22.993995666503906,492.0966511515435,0.5434998239153447,5.6363033646425995,15.465886116027832
0089_004_IP_00500_00250_5500_N,010_2_4,IP,500,7.880355665227398,0.34931453303882276,0.5680931659841888,19.931324005126953,653.5584397455677,0.6358334011972658,5.3775206535681095,18.993488311767578
0090_004_IP_01600_00750_5500_N,010_8_11,IP,1600,14.999704632675275,0.3144912860598165,0.8024819905831366,20.067922592163086,553.3366087672766,0.5968319541744217,5.606169247917489,20.58768081665039
0090_004_IP_01600_00750_5500_N,010_2_14,IP,1600,7.803431040607393,0.31753117877761305,0.6833670577941305,16.7447566986084,590.0697947551962,0.5933450233234222,6.3439050905259,16.64370346069336
0090_004_IP_01600_00750_5500_N,010_4_12,IP,1600,10.543070932617411,0.29778355829068504,0.7553389637869198,16.08027458190918,648.7917763283476,0.6146068247157231,6.315611885097145,17.279705047607422
0091_004_IP_00320_00080_3200_L,010_5_7,IP,320,33.46621795347892,0.3967841489557353,0.8046996166263685,29.894805908203125,537.9804640999064,0.6271838913248869,5.4805179929471075,17.42374038696289
0091_004_IP_00320_00080_3200_L,010_5_13,IP,320,8.988356435438618,0.34156540597396445,0.7180956449920606,21.713680267333984,527.0991399288177,0.5805599233880114,6.036196719333007,17.631427764892578
0091_004_IP_00320_00080_3200_L,010_6_2,IP,320,45.4618077611085,0.40111347908874817,0.8234698288006461,33.03645324707031,464.8613082522061,0.5948079809129538,5.114939563952608,20.577678680419922
0092_004_IP_00640_00125_3200_L,010_7_7,IP,640,70.40369103266858,0.4169462405798446,1.01485377313614,31.678081512451172,604.4959436540958,0.6581974292395245,5.675467203926985,30.494970321655273
0092_004_IP_00640_00125_3200_L,010_6_5,IP,640,20.596811938798055,0.3884516560071299,0.7390834832095695,26.769100189208984,558.5525913499296,0.6353420678451441,5.782899795392443,17.990999221801758
0092_004_IP_00640_00125_3200_L,010_1_0,IP,640,10.127702969824895,0.2700315324981077,0.6977020178819492,16.867507934570312,452.2126158326864,0.5294375374653554,5.318854503834705,17.482322692871094
0094_005_N6_00100_00050_3200_L,010_1_9,N6,100,3.6589069885667413,0.23945136941707895,0.3827678886709877,18.452194213867188,105.81890523340553,0.29768949696324726,2.4466098110338055,17.107500076293945
0094_005_N6_00100_00050_3200_L,010_1_3,N6,100,3.5801185925956815,0.2542618953766612,0.39104418173651384,20.9881534576416,125.66747536882758,0.31912930067398965,2.742932946456849,17.82452392578125
0094_005_N6_00100_00050_3200_L,010_10_0,N6,100,3.8933245902881026,0.25805983609774086,0.4302080210209041,16.2899169921875,232.57206076732837,0.38028846940249544,3.85147856207802,16.958927154541016
0096_005_N6_01600_01000_3200_L,010_3_14,N6,1600,42.27193516655825,0.2738858025264148,1.4157976628740112,19.31964874267578,3436.6976655572653,0.787961353546118,14.299702814682442,20.708805084228516
0096_005_N6_01600_01000_3200_L,010_0_13,N6,1600,43.169009431265295,0.2630824147863199,1.2845653960404135,20.64490509033203,3348.025978951715,0.785958450877647,13.954257853999499,21.771106719970703
0096_005_N6_01600_01000_3200_L,010_7_14,N6,1600,82.50171566009521,0.3327061718792005,1.7008734496945406,18.812009811401367,3167.816607674351,0.8139285929568177,10.160596787431833,20.988807678222656
0097_005_N6_03200_02000_3200_L,010_6_7,N6,3200,106.96439887001179,0.3539448323527066,2.21946807567194,22.584941864013672,6570.440028393408,0.852551608224148,15.89753626255994,23.62058448791504
0097_005_N6_03200_02000_3200_L,010_1_4,N6,3200,93.05816642846912,0.29451094407895173,2.0672479706208406,20.146648406982422,7211.895750593161,0.8348494706802823,20.58468731235929,23.15316390991211
0097_005_N6_03200_02000_3200_L,010_7_14,N6,3200,180.88986446126364,0.3757426599562825,2.708204359258909,21.705101013183594,6143.310120682931,0.85135843411566,15.8410138453595,23.816932678222656
0098_005_G4_00100_00050_3200_N,010_1_6,G4,100,8.010085668182,0.2957409189024163,0.5063180735464584,25.039775848388672,82.61517332494259,0.3294520148223265,1.9955731701817534,23.153846740722656
0098_005_G4_00100_00050_3200_N,010_0_1,G4,100,3.85998497903347,0.27872316562705735,0.37670922164869314,20.71954345703125,82.88069147593342,0.3180117245202015,2.109658639776892,17.766895294189453
0098_005_G4_00100_00050_3200_N,010_0_8,G4,100,7.751626504352316,0.29539492872138845,0.4776481533708281,22.665386199951172,84.57556253299117,0.3310915658762308,1.985673462180392,22.109569549560547
0099_005_G4_00400_00200_3200_N,010_8_1,G4,400,6.739382848143578,0.32259509511435625,0.4671542342620638,15.845308303833008,393.23556515201926,0.5005970067144606,3.985363447675877,15.370453834533691
0099_005_G4_00400_00200_3200_N,010_7_1,G4,400,6.151878624223173,0.30338119325619994,0.47543052732758895,16.7962703704834,301.71179028972983,0.43933706916540355,3.989522925427662,15.798133850097656
0099_005_G4_00400_00200_3200_N,010_0_5,G4,400,8.840910520404577,0.28935760550591516,0.5493229538099098,24.371604919433594,267.82100345846266,0.40879764287401066,3.7650338088300814,18.356645584106445
0101_005_S6_00100_00050_4400_L,010_1_8,S6,100,5.5802139264997095,0.27174940575381795,0.4407019401296583,22.592132568359375,111.27006505406462,0.32433145065116414,2.1720279433220266,19.546138763427734
0101_005_S6_00100_00050_4400_L,010_0_7,S6,100,4.0524288394954056,0.26425550126148356,0.39932047480203153,18.91776466369629,129.80508349835873,0.32792135086438495,2.346424308805428,18.05875015258789
0101_005_S6_00100_00050_4400_L,010_0_16,S6,100,4.126059710048139,0.25341188151187827,0.39104418173650285,17.563371658325195,157.28992339759134,0.3332925357169755,2.578436288974787,17.925987243652344
0102_005_S6_00400_00200_4400_L,010_3_12,S6,400,11.986334530403838,0.34857384698256644,0.6094746313118081,23.27383041381836,498.59677420556545,0.5593549783022596,4.178530025333568,19.734607696533203
0102_005_S6_00400_00200_4400_L,010_0_8,S6,400,10.265889585018158,0.25962969283957094,0.5890810042017024,17.80410385131836,460.167848121142,0.47529119582125473,4.426224606191897,18.720674514770508
0102_005_S6_00400_00200_4400_L,010_5_19,S6,400,17.85762794665061,0.33796187995066496,0.8024819905831352,24.718584060668945,1152.1493193840142,0.788225758399104,7.02770714104107,19.447784423828125
0104_005_S6_03200_01600_4400_L,010_2_0,S6,3200,192.25653832755052,0.3650231816574888,2.2895194611752085,19.466304779052734,13333.357074007392,0.8922877828912932,23.224558925780073,27.326765060424805
0104_005_S6_03200_01600_4400_L,010_2_19,S6,3200,162.09332791622728,0.3814510369025005,2.2917370872184386,17.341341018676758,12059.074156573974,0.8966447459628644,22.535568193684682,23.600589752197266
0104_005_S6_03200_01600_4400_L,010_7_19,S6,3200,143.63243804872036,0.35730542426648826,2.1764631954084828,15.376663208007812,12175.20909023285,0.8870481885195745,22.640231610437553,22.765085220336914
0105_005_GP_00100_00100_4400_N,010_7_12,GP,100,10.20842734631151,0.34577029474271614,0.5018828214599923,20.424888610839844,120.61230923142284,0.403605672693866,2.4074459717494077,18.458900451660156
0105_005_GP_00100_00100_4400_N,010_2_4,GP,100,20.178424145793542,0.29541397663803887,0.957216827231171,19.981788635253906,79.03435492515564,0.3217790558869296,2.1290230630585865,19.166988372802734
0105_005_GP_00100_00100_4400_N,010_8_11,GP,100,5.402435294352472,0.3800624782986838,0.46109556723977213,20.199329376220703,80.02042991458438,0.41404285180364647,1.8819226933076365,18.639673233032227
0106_005_GP_00400_00400_4400_N,010_1_11,GP,400,16.582609518431127,0.2702438637814551,0.9183500935004792,26.828643798828125,195.85780334472656,0.3559215374853109,3.492510348775171,21.064239501953125
0106_005_GP_00400_00400_4400_N,010_8_6,GP,400,5.667984002968296,0.39253301660254625,0.498041780480926,26.179391860961914,228.99787680408917,0.48949441147484174,3.326390276357285,21.277956008911133
0106_005_GP_00400_00400_4400_N,010_8_7,GP,400,5.6086574455257505,0.34569836552853117,0.5311469527430307,17.209667205810547,215.6566156744957,0.4365931377299303,3.697040830983687,14.297510147094727
0107_005_GP_01600_01600_4400_N,010_7_1,GP,1600,21.880523345433176,0.31103221959071764,1.050176571441468,14.839224815368652,1598.9570107720792,0.776955460297202,9.698233188784087,16.252138137817383
0107_005_GP_01600_01600_4400_N,010_3_10,GP,1600,28.842115845531225,0.29112973903073724,1.282347769997183,21.90774154663086,659.8243546260055,0.5679809980399119,6.464367663916064,17.910934448242188
0107_005_GP_01600_01600_4400_N,010_5_9,GP,1600,31.81935117742978,0.44762060512872975,0.7798707374297993,17.099157333374023,2222.9087412448134,0.8744584802296823,7.205509554782497,15.782560348510742
0108_005_GP_06400_06400_4400_N,010_2_11,GP,6400,37.19985207542777,0.30213232251771754,1.3083650714085644,19.10386085510254,3487.887909292942,0.76600424287524,12.75271554741289,32.07376480102539
0108_005_GP_06400_06400_4400_N,010_10_4,GP,6400,41.533979795640334,0.28506537196106063,1.4489028351361066,14.885198593139648,4843.552863836288,0.7994344523416536,16.693248819065072,28.903778076171875
0108_005_GP_06400_06400_4400_N,010_6_13,GP,6400,117.53663635044359,0.4812305928524277,1.9360157037872445,18.701129913330078,7549.564346190309,0.9130809470608459,14.09382469187277,21.78990936279297
0110_005_IP_00100_00100_5500_L,010_5_0,IP,100,8.189025178318843,0.3223660081095494,0.6381445514874465,20.84832763671875,234.56686149537563,0.43838838696701693,4.363261091539375,19.174888610839844
0110_005_IP_00100_00100_5500_L,010_6_11,IP,100,8.766983031993732,0.3861429147044149,0.9221911344795409,16.684837341308594,509.4465566119179,0.6003214653136124,7.92441690724248,17.411558151245117
0110_005_IP_00100_00100_5500_L,010_6_0,IP,100,8.136751482030377,0.32557928215251813,0.6524795115752631,17.937211990356445,247.494163765572,0.4507534598650346,4.515481196590472,15.60694694519043
0111_005_IP_00400_00400_5500_L,010_6_9,IP,400,15.958035713993013,0.3082016576752826,1.1670738781872434,16.64864730834961,678.2531431009993,0.6251390770136971,8.986196210814315,18.046022415161133
0111_005_IP_00400_00400_5500_L,010_0_8,IP,400,10.25558839715086,0.25385661545809685,0.7209074821426968,18.065486907958984,337.80488610244356,0.42445491227975046,5.006949708134891,18.168869018554688
0111_005_IP_00400_00400_5500_L,010_10_5,IP,400,8.013487628661096,0.2742469119534286,0.5228706596775021,16.725788116455078,764.3662435205188,0.6481489179412285,5.422881047042132,16.704126358032227
0113_005_IP_01600_01520_5500_L,010_10_0,IP,1600,6.589734848588705,0.25293897036723967,0.5454819128308449,18.031150817871094,685.9268315320369,0.6247162893850261,6.9913551389073065,18.180442810058594
0113_005_IP_01600_01520_5500_L,010_5_8,IP,1600,8.46720883413218,0.3074913917770105,0.9282498015018344,19.657470703125,502.2182695174124,0.5631260035613367,7.208162173546775,17.816631317138672
0113_005_IP_01600_01520_5500_L,010_4_6,IP,1600,10.905134999891743,0.23939805735821906,0.7754354853433334,19.547672271728516,600.5537495834287,0.5543891908579772,6.737601891026681,23.20688247680664
0114_005_IP_00100_00200_5500_N,010_10_7,IP,100,6.578683981439099,0.3452725322633672,0.46271898217560237,17.581832885742188,241.78762291371822,0.4574178098741981,3.152153129260242,17.071796417236328
0114_005_IP_00100_00200_5500_N,010_3_11,IP,100,51.02400793787092,0.3132084070647521,1.4676730473103845,18.56134033203125,196.01748472359031,0.3809133325157235,3.4240823782077485,18.18738555908203
0114_005_IP_00100_00200_5500_N,010_2_12,IP,100,34.15440684184432,0.31837251933854915,1.3948098246565015,19.553438186645508,170.3901009624824,0.37997777202267796,3.4533465094907925,18.412460327148438
0115_005_IP_00400_00750_5500_N,010_2_11,IP,400,24.686568895122036,0.2967297440782087,1.1309393724139987,19.341079711914062,307.24985834863037,0.4283756273156231,4.559239506347692,17.6905460357666
0115_005_IP_00400_00750_5500_N,010_8_10,IP,400,11.118941701715812,0.38893150272471105,0.672873138685378,19.048171997070312,640.8484637250658,0.6750271781051252,6.276883038533792,19.138994216918945
0115_005_IP_00400_00750_5500_N,010_6_4,IP,400,10.306716665392742,0.43132410635194746,1.0849051586393992,34.76789093017578,408.3445874415338,0.60454327716985,7.408257403668831,19.568408966064453
0116_005_IP_00800_01520_5500_N,010_1_13,IP,800,9.821717818966135,0.25984643984452876,0.7451421502318665,15.05778694152832,377.6010720729828,0.4495455372595151,5.501505831164614,17.102937698364258
0116_005_IP_00800_01520_5500_N,010_6_11,IP,800,11.590042112162337,0.36197109153336904,1.1858440903615237,17.35130500793457,803.8853550618514,0.70720813184261,9.280439607361467,16.89006805419922
0116_005_IP_00800_01520_5500_N,010_2_1,IP,800,10.768488273024559,0.26973989803641785,0.7677534033852048,19.517587661743164,410.71645984216593,0.472513206907291,5.742271759558581,19.7220458984375
0117_005_IP_01600_04160_5500_N,010_3_6,IP,1600,12.448952220147476,0.24146044729789748,0.8289342847155393,19.247228622436523,475.4066299421247,0.49176978354351236,5.93852594870157,20.67706298828125
0117_005_IP_01600_04160_5500_N,010_6_8,IP,1600,10.505416786065325,0.24369191224536418,1.0826875325961676,21.7938175201416,496.1286903908476,0.5405070014888637,7.536402059017115,20.329288482666016
0117_005_IP_01600_04160_5500_N,010_3_11,IP,1600,9.067359236767516,0.2544703832038828,0.6668144716630868,16.970775604248047,562.8701166948304,0.5386332787720701,6.141433015974253,21.3778076171875
0118_006_N6_00100_00025_3200_L,010_10_11,N6,100,3.9366269519086927,0.3213161742854871,0.3706505546263998,17.462970733642578,202.64732718467712,0.4216694637569132,2.9418397543641035,15.991018295288086
0118_006_N6_00100_00025_3200_L,010_5_1,N6,100,5.628130534430966,0.35977254624466515,0.4340490619999661,21.246646881103516,290.4908170364797,0.49631355364840546,3.56786697180696,17.236907958984375
0118_006_N6_00100_00025_3200_L,010_6_6,N6,100,8.002212354680523,0.3864286795112331,0.41365543488985496,19.001205444335938,245.68575989617966,0.4992762068888696,2.864382061237398,23.63408660888672
0120_006_N6_01600_00400_3200_L,010_10_3,N6,1600,27.842236082768068,0.29409080287891115,1.1030811597062806,24.833532333374023,2660.0440231801476,0.7869845764916241,11.64848291224695,18.004850387573242
0120_006_N6_01600_00400_3200_L,010_0_6,N6,1600,38.946324214339256,0.28179490682628366,1.2867830220836456,19.476409912109375,3478.3874504414853,0.7889099229953666,14.591590698019028,21.58478355407715
0120_006_N6_01600_00400_3200_L,010_8_14,N6,1600,52.42744445591234,0.3307857023727578,1.4273207858111994,21.693384170532227,3396.718717766693,0.8061492438540009,13.344724944713526,16.653018951416016
0121_006_N6_03200_01000_3200_L,010_6_4,N6,3200,276.59939554240555,0.42940205323389796,2.828783488597391,18.485252380371094,4841.959955619415,0.8388760186330348,14.801469080194124,18.486984252929688
0121_006_N6_03200_01000_3200_L,010_0_11,N6,3200,93.41079097613692,0.31342817394448896,1.875864026285343,16.971025466918945,7170.3398722969,0.8392643694977778,19.452936232477374,20.9580135345459
0121_006_N6_03200_01000_3200_L,010_10_15,N6,3200,283.95147423353046,0.41315907467427837,2.9475430378585408,20.043119430541992,4779.9015405913815,0.8348464440096894,15.496221373758106,21.95184326171875
